"area_name","area_code","date","new_cases","total_cases"
"Lewisham","E09000023",2020-07-09,3,1200
"Merton","E09000024",2020-07-09,0,938
"Newham","E09000025",2020-07-09,3,1277
"Redbridge","E09000026",2020-07-09,4,1120
"Richmond upon Thames","E09000027",2020-07-09,0,536
"Southwark","E09000028",2020-07-09,1,1447
"Sutton","E09000029",2020-07-09,3,1008
"Tower Hamlets","E09000030",2020-07-09,6,820
"Waltham Forest","E09000031",2020-07-09,2,1021
"Wandsworth","E09000032",2020-07-09,1,1159
"Westminster","E09000033",2020-07-09,4,788
"Barking and Dagenham","E09000002",2020-07-10,1,713
"Barnet","E09000003",2020-07-10,1,1602
"Bexley","E09000004",2020-07-10,1,1062
"Brent","E09000005",2020-07-10,0,1746
"Bromley","E09000006",2020-07-10,1,1520
"Camden","E09000007",2020-07-10,0,702
"Croydon","E09000008",2020-07-10,1,1862
"Ealing","E09000009",2020-07-10,2,1566
"Enfield","E09000010",2020-07-10,0,1189
"Greenwich","E09000011",2020-07-10,1,957
"Hackney and City of London","E09000012",2020-07-10,4,825
"Hammersmith and Fulham","E09000013",2020-07-10,0,762
"Haringey","E09000014",2020-07-10,3,760
"Harrow","E09000015",2020-07-10,2,1289
"Havering","E09000016",2020-07-10,2,950
"Hillingdon","E09000017",2020-07-10,0,1111
"Hounslow","E09000018",2020-07-10,3,1071
"Islington","E09000019",2020-07-10,0,554
"Kensington and Chelsea","E09000020",2020-07-10,1,564
"Kingston upon Thames","E09000021",2020-07-10,2,740
"Lambeth","E09000022",2020-07-10,1,1365
"Lewisham","E09000023",2020-07-10,0,1200
"Merton","E09000024",2020-07-10,1,939
"Newham","E09000025",2020-07-10,2,1279
"Redbridge","E09000026",2020-07-10,2,1122
"Richmond upon Thames","E09000027",2020-07-10,0,536
"Southwark","E09000028",2020-07-10,2,1449
"Sutton","E09000029",2020-07-10,0,1008
"Tower Hamlets","E09000030",2020-07-10,1,821
"Waltham Forest","E09000031",2020-07-10,0,1021
"Wandsworth","E09000032",2020-07-10,4,1163
"Westminster","E09000033",2020-07-10,2,790
"Barking and Dagenham","E09000002",2020-07-11,0,713
"Barnet","E09000003",2020-07-11,2,1604
"Bexley","E09000004",2020-07-11,1,1063
"Brent","E09000005",2020-07-11,0,1746
"Bromley","E09000006",2020-07-11,0,1520
"Camden","E09000007",2020-07-11,0,702
"Croydon","E09000008",2020-07-11,1,1863
"Ealing","E09000009",2020-07-11,1,1567
"Enfield","E09000010",2020-07-11,0,1189
"Greenwich","E09000011",2020-07-11,1,958
"Hackney and City of London","E09000012",2020-07-11,2,827
"Hammersmith and Fulham","E09000013",2020-07-11,0,762
"Haringey","E09000014",2020-07-11,0,760
"Harrow","E09000015",2020-07-11,1,1290
"Havering","E09000016",2020-07-11,0,950
"Hillingdon","E09000017",2020-07-11,1,1112
"Hounslow","E09000018",2020-07-11,1,1072
"Islington","E09000019",2020-07-11,0,554
"Kensington and Chelsea","E09000020",2020-07-11,0,564
"Kingston upon Thames","E09000021",2020-07-11,0,740
"Lambeth","E09000022",2020-07-11,1,1366
"Lewisham","E09000023",2020-07-11,0,1200
"Merton","E09000024",2020-07-11,2,941
"Newham","E09000025",2020-07-11,2,1281
"Redbridge","E09000026",2020-07-11,0,1122
"Richmond upon Thames","E09000027",2020-07-11,0,536
"Southwark","E09000028",2020-07-11,0,1449
"Sutton","E09000029",2020-07-11,0,1008
"Tower Hamlets","E09000030",2020-07-11,0,821
"Waltham Forest","E09000031",2020-07-11,2,1023
"Wandsworth","E09000032",2020-07-11,1,1164
"Westminster","E09000033",2020-07-11,0,790
"Barking and Dagenham","E09000002",2020-07-12,1,714
"Barnet","E09000003",2020-07-12,4,1608
"Bexley","E09000004",2020-07-12,3,1066
"Brent","E09000005",2020-07-12,2,1748
"Bromley","E09000006",2020-07-12,0,1520
"Camden","E09000007",2020-07-12,1,703
"Croydon","E09000008",2020-07-12,1,1864
"Ealing","E09000009",2020-07-12,2,1569
"Enfield","E09000010",2020-07-12,0,1189
"Greenwich","E09000011",2020-07-12,1,959
"Hackney and City of London","E09000012",2020-07-12,3,830
"Hammersmith and Fulham","E09000013",2020-07-12,0,762
"Haringey","E09000014",2020-07-12,2,762
"Harrow","E09000015",2020-07-12,1,1291
"Havering","E09000016",2020-07-12,1,951
"Hillingdon","E09000017",2020-07-12,3,1115
"Hounslow","E09000018",2020-07-12,3,1075
"Islington","E09000019",2020-07-12,2,556
"Kensington and Chelsea","E09000020",2020-07-12,0,564
"Kingston upon Thames","E09000021",2020-07-12,0,740
"Lambeth","E09000022",2020-07-12,0,1366
"Lewisham","E09000023",2020-07-12,0,1200
"Merton","E09000024",2020-07-12,0,941
"Newham","E09000025",2020-07-12,3,1284
"Redbridge","E09000026",2020-07-12,0,1122
"Richmond upon Thames","E09000027",2020-07-12,0,536
"Southwark","E09000028",2020-07-12,0,1449
"Sutton","E09000029",2020-07-12,1,1009
"Tower Hamlets","E09000030",2020-07-12,0,821
"Waltham Forest","E09000031",2020-07-12,0,1023
"Wandsworth","E09000032",2020-07-12,1,1165
"Westminster","E09000033",2020-07-12,2,792
"Barking and Dagenham","E09000002",2020-07-13,1,715
"Barnet","E09000003",2020-07-13,9,1617
"Bexley","E09000004",2020-07-13,2,1068
"Brent","E09000005",2020-07-13,1,1749
"Bromley","E09000006",2020-07-13,1,1521
"Camden","E09000007",2020-07-13,3,706
"Croydon","E09000008",2020-07-13,0,1864
"Ealing","E09000009",2020-07-13,2,1571
"Enfield","E09000010",2020-07-13,5,1194
"Greenwich","E09000011",2020-07-13,2,961
"Hackney and City of London","E09000012",2020-07-13,8,838
"Hammersmith and Fulham","E09000013",2020-07-13,1,763
"Haringey","E09000014",2020-07-13,5,767
"Harrow","E09000015",2020-07-13,1,1292
"Havering","E09000016",2020-07-13,1,952
"Hillingdon","E09000017",2020-07-13,1,1116
"Hounslow","E09000018",2020-07-13,3,1078
"Islington","E09000019",2020-07-13,1,557
"Kensington and Chelsea","E09000020",2020-07-13,0,564
"Kingston upon Thames","E09000021",2020-07-13,2,742
"Lambeth","E09000022",2020-07-13,2,1368
"Lewisham","E09000023",2020-07-13,2,1202
"Merton","E09000024",2020-07-13,2,943
"Newham","E09000025",2020-07-13,8,1292
"Redbridge","E09000026",2020-07-13,6,1128
"Richmond upon Thames","E09000027",2020-07-13,1,537
"Southwark","E09000028",2020-07-13,3,1452
"Sutton","E09000029",2020-07-13,1,1010
"Tower Hamlets","E09000030",2020-07-13,2,823
"Waltham Forest","E09000031",2020-07-13,3,1026
"Wandsworth","E09000032",2020-07-13,5,1170
"Westminster","E09000033",2020-07-13,1,793
"Barking and Dagenham","E09000002",2020-07-14,2,717
"Barnet","E09000003",2020-07-14,1,1618
"Bexley","E09000004",2020-07-14,2,1070
"Brent","E09000005",2020-07-14,2,1751
"Bromley","E09000006",2020-07-14,1,1522
"Camden","E09000007",2020-07-14,0,706
"Croydon","E09000008",2020-07-14,1,1865
"Ealing","E09000009",2020-07-14,2,1573
"Enfield","E09000010",2020-07-14,3,1197
"Greenwich","E09000011",2020-07-14,0,961
"Hackney and City of London","E09000012",2020-07-14,12,850
"Hammersmith and Fulham","E09000013",2020-07-14,0,763
"Haringey","E09000014",2020-07-14,1,768
"Harrow","E09000015",2020-07-14,3,1295
"Havering","E09000016",2020-07-14,7,959
"Hillingdon","E09000017",2020-07-14,1,1117
"Hounslow","E09000018",2020-07-14,2,1080
"Islington","E09000019",2020-07-14,2,559
"Kensington and Chelsea","E09000020",2020-07-14,0,564
"Kingston upon Thames","E09000021",2020-07-14,1,743
"Lambeth","E09000022",2020-07-14,3,1371
"Lewisham","E09000023",2020-07-14,4,1206
"Merton","E09000024",2020-07-14,0,943
"Newham","E09000025",2020-07-14,3,1295
"Redbridge","E09000026",2020-07-14,1,1129
"Richmond upon Thames","E09000027",2020-07-14,0,537
"Southwark","E09000028",2020-07-14,1,1453
"Sutton","E09000029",2020-07-14,2,1012
"Tower Hamlets","E09000030",2020-07-14,0,823
"Waltham Forest","E09000031",2020-07-14,4,1030
"Wandsworth","E09000032",2020-07-14,1,1171
"Westminster","E09000033",2020-07-14,0,793
"Barking and Dagenham","E09000002",2020-07-15,4,721
"Barnet","E09000003",2020-07-15,7,1625
"Bexley","E09000004",2020-07-15,0,1070
"Brent","E09000005",2020-07-15,2,1753
"Bromley","E09000006",2020-07-15,2,1524
"Camden","E09000007",2020-07-15,1,707
"Croydon","E09000008",2020-07-15,2,1867
"Ealing","E09000009",2020-07-15,2,1575
"Enfield","E09000010",2020-07-15,1,1198
"Greenwich","E09000011",2020-07-15,3,964
"Hackney and City of London","E09000012",2020-07-15,10,860
"Hammersmith and Fulham","E09000013",2020-07-15,0,763
"Haringey","E09000014",2020-07-15,1,769
"Harrow","E09000015",2020-07-15,2,1297
"Havering","E09000016",2020-07-15,2,961
"Hillingdon","E09000017",2020-07-15,3,1120
"Hounslow","E09000018",2020-07-15,1,1081
"Islington","E09000019",2020-07-15,1,560
"Kensington and Chelsea","E09000020",2020-07-15,3,567
"Kingston upon Thames","E09000021",2020-07-15,0,743
"Lambeth","E09000022",2020-07-15,3,1374
"Lewisham","E09000023",2020-07-15,4,1210
"Merton","E09000024",2020-07-15,0,943
"Newham","E09000025",2020-07-15,5,1300
"Redbridge","E09000026",2020-07-15,3,1132
"Richmond upon Thames","E09000027",2020-07-15,1,538
"Southwark","E09000028",2020-07-15,3,1456
"Sutton","E09000029",2020-07-15,0,1012
"Tower Hamlets","E09000030",2020-07-15,1,824
"Waltham Forest","E09000031",2020-07-15,4,1034
"Wandsworth","E09000032",2020-07-15,3,1174
"Westminster","E09000033",2020-07-15,2,795
"Barking and Dagenham","E09000002",2020-07-16,1,722
"Barnet","E09000003",2020-07-16,0,1625
"Bexley","E09000004",2020-07-16,3,1073
"Brent","E09000005",2020-07-16,2,1755
"Bromley","E09000006",2020-07-16,1,1525
"Camden","E09000007",2020-07-16,1,708
"Croydon","E09000008",2020-07-16,2,1869
"Ealing","E09000009",2020-07-16,0,1575
"Enfield","E09000010",2020-07-16,2,1200
"Greenwich","E09000011",2020-07-16,1,965
"Hackney and City of London","E09000012",2020-07-16,8,868
"Hammersmith and Fulham","E09000013",2020-07-16,1,764
"Haringey","E09000014",2020-07-16,1,770
"Harrow","E09000015",2020-07-16,0,1297
"Havering","E09000016",2020-07-16,3,964
"Hillingdon","E09000017",2020-07-16,7,1127
"Hounslow","E09000018",2020-07-16,3,1084
"Islington","E09000019",2020-07-16,2,562
"Kensington and Chelsea","E09000020",2020-07-16,1,568
"Kingston upon Thames","E09000021",2020-07-16,1,744
"Lambeth","E09000022",2020-07-16,2,1376
"Lewisham","E09000023",2020-07-16,4,1214
"Merton","E09000024",2020-07-16,1,944
"Newham","E09000025",2020-07-16,2,1302
"Redbridge","E09000026",2020-07-16,3,1135
"Richmond upon Thames","E09000027",2020-07-16,1,539
"Southwark","E09000028",2020-07-16,2,1458
"Sutton","E09000029",2020-07-16,1,1013
"Tower Hamlets","E09000030",2020-07-16,3,827
"Waltham Forest","E09000031",2020-07-16,3,1037
"Wandsworth","E09000032",2020-07-16,5,1179
"Westminster","E09000033",2020-07-16,3,798
"Barking and Dagenham","E09000002",2020-07-17,1,723
"Barnet","E09000003",2020-07-17,4,1629
"Bexley","E09000004",2020-07-17,3,1076
"Brent","E09000005",2020-07-17,2,1757
"Bromley","E09000006",2020-07-17,0,1525
"Camden","E09000007",2020-07-17,0,708
"Croydon","E09000008",2020-07-17,1,1870
"Ealing","E09000009",2020-07-17,3,1578
"Enfield","E09000010",2020-07-17,0,1200
"Greenwich","E09000011",2020-07-17,1,966
"Hackney and City of London","E09000012",2020-07-17,1,869
"Hammersmith and Fulham","E09000013",2020-07-17,2,766
"Haringey","E09000014",2020-07-17,2,772
"Harrow","E09000015",2020-07-17,0,1297
"Havering","E09000016",2020-07-17,1,965
"Hillingdon","E09000017",2020-07-17,1,1128
"Hounslow","E09000018",2020-07-17,2,1086
"Islington","E09000019",2020-07-17,1,563
"Kensington and Chelsea","E09000020",2020-07-17,1,569
"Kingston upon Thames","E09000021",2020-07-17,1,745
"Lambeth","E09000022",2020-07-17,0,1376
"Lewisham","E09000023",2020-07-17,1,1215
"Merton","E09000024",2020-07-17,4,948
"Newham","E09000025",2020-07-17,3,1305
"Redbridge","E09000026",2020-07-17,1,1136
"Richmond upon Thames","E09000027",2020-07-17,0,539
"Southwark","E09000028",2020-07-17,1,1459
"Sutton","E09000029",2020-07-17,0,1013
"Tower Hamlets","E09000030",2020-07-17,6,833
"Waltham Forest","E09000031",2020-07-17,1,1038
"Wandsworth","E09000032",2020-07-17,3,1182
"Westminster","E09000033",2020-07-17,1,799
"Barking and Dagenham","E09000002",2020-07-18,1,724
"Barnet","E09000003",2020-07-18,5,1634
"Bexley","E09000004",2020-07-18,0,1076
"Brent","E09000005",2020-07-18,0,1757
"Bromley","E09000006",2020-07-18,1,1526
"Camden","E09000007",2020-07-18,1,709
"Croydon","E09000008",2020-07-18,0,1870
"Ealing","E09000009",2020-07-18,2,1580
"Enfield","E09000010",2020-07-18,4,1204
"Greenwich","E09000011",2020-07-18,0,966
"Hackney and City of London","E09000012",2020-07-18,7,876
"Hammersmith and Fulham","E09000013",2020-07-18,0,766
"Haringey","E09000014",2020-07-18,3,775
"Harrow","E09000015",2020-07-18,0,1297
"Havering","E09000016",2020-07-18,2,967
"Hillingdon","E09000017",2020-07-18,2,1130
"Hounslow","E09000018",2020-07-18,0,1086
"Islington","E09000019",2020-07-18,2,565
"Kensington and Chelsea","E09000020",2020-07-18,0,569
"Kingston upon Thames","E09000021",2020-07-18,0,745
"Lambeth","E09000022",2020-07-18,1,1377
"Lewisham","E09000023",2020-07-18,1,1216
"Merton","E09000024",2020-07-18,1,949
"Newham","E09000025",2020-07-18,3,1308
"Redbridge","E09000026",2020-07-18,4,1140
"Richmond upon Thames","E09000027",2020-07-18,1,540
"Southwark","E09000028",2020-07-18,3,1462
"Sutton","E09000029",2020-07-18,0,1013
"Tower Hamlets","E09000030",2020-07-18,2,835
"Waltham Forest","E09000031",2020-07-18,0,1038
"Wandsworth","E09000032",2020-07-18,2,1184
"Westminster","E09000033",2020-07-18,0,799
"Barking and Dagenham","E09000002",2020-07-19,0,724
"Barnet","E09000003",2020-07-19,2,1636
"Bexley","E09000004",2020-07-19,4,1080
"Brent","E09000005",2020-07-19,0,1757
"Bromley","E09000006",2020-07-19,0,1526
"Camden","E09000007",2020-07-19,1,710
"Croydon","E09000008",2020-07-19,1,1871
"Ealing","E09000009",2020-07-19,2,1582
"Enfield","E09000010",2020-07-19,3,1207
"Greenwich","E09000011",2020-07-19,0,966
"Hackney and City of London","E09000012",2020-07-19,5,881
"Hammersmith and Fulham","E09000013",2020-07-19,0,766
"Haringey","E09000014",2020-07-19,2,777
"Harrow","E09000015",2020-07-19,0,1297
"Havering","E09000016",2020-07-19,1,968
"Hillingdon","E09000017",2020-07-19,0,1130
"Hounslow","E09000018",2020-07-19,2,1088
"Islington","E09000019",2020-07-19,0,565
"Kensington and Chelsea","E09000020",2020-07-19,1,570
"Kingston upon Thames","E09000021",2020-07-19,0,745
"Lambeth","E09000022",2020-07-19,1,1378
"Lewisham","E09000023",2020-07-19,1,1217
"Merton","E09000024",2020-07-19,0,949
"Newham","E09000025",2020-07-19,1,1309
"Redbridge","E09000026",2020-07-19,3,1143
"Richmond upon Thames","E09000027",2020-07-19,0,540
"Southwark","E09000028",2020-07-19,1,1463
"Sutton","E09000029",2020-07-19,2,1015
"Tower Hamlets","E09000030",2020-07-19,3,838
"Waltham Forest","E09000031",2020-07-19,2,1040
"Wandsworth","E09000032",2020-07-19,1,1185
"Westminster","E09000033",2020-07-19,2,801
"Barking and Dagenham","E09000002",2020-07-20,2,726
"Barnet","E09000003",2020-07-20,2,1638
"Bexley","E09000004",2020-07-20,4,1084
"Brent","E09000005",2020-07-20,3,1760
"Bromley","E09000006",2020-07-20,2,1528
"Camden","E09000007",2020-07-20,0,710
"Croydon","E09000008",2020-07-20,2,1873
"Ealing","E09000009",2020-07-20,9,1591
"Enfield","E09000010",2020-07-20,0,1207
"Greenwich","E09000011",2020-07-20,0,966
"Hackney and City of London","E09000012",2020-07-20,13,894
"Hammersmith and Fulham","E09000013",2020-07-20,3,769
"Haringey","E09000014",2020-07-20,3,780
"Harrow","E09000015",2020-07-20,4,1301
"Havering","E09000016",2020-07-20,6,974
"Hillingdon","E09000017",2020-07-20,3,1133
"Hounslow","E09000018",2020-07-20,4,1092
"Islington","E09000019",2020-07-20,2,567
"Kensington and Chelsea","E09000020",2020-07-20,2,572
"Kingston upon Thames","E09000021",2020-07-20,1,746
"Lambeth","E09000022",2020-07-20,4,1382
"Lewisham","E09000023",2020-07-20,4,1221
"Merton","E09000024",2020-07-20,4,953
"Newham","E09000025",2020-07-20,1,1310
"Redbridge","E09000026",2020-07-20,1,1144
"Richmond upon Thames","E09000027",2020-07-20,1,541
"Southwark","E09000028",2020-07-20,5,1468
"Sutton","E09000029",2020-07-20,1,1016
"Tower Hamlets","E09000030",2020-07-20,4,842
"Waltham Forest","E09000031",2020-07-20,2,1042
"Wandsworth","E09000032",2020-07-20,3,1188
"Westminster","E09000033",2020-07-20,2,803
"Barking and Dagenham","E09000002",2020-07-21,2,728
"Barnet","E09000003",2020-07-21,2,1640
"Bexley","E09000004",2020-07-21,0,1084
"Brent","E09000005",2020-07-21,6,1766
"Bromley","E09000006",2020-07-21,0,1528
"Camden","E09000007",2020-07-21,0,710
"Croydon","E09000008",2020-07-21,1,1874
"Ealing","E09000009",2020-07-21,0,1591
"Enfield","E09000010",2020-07-21,1,1208
"Greenwich","E09000011",2020-07-21,4,970
"Hackney and City of London","E09000012",2020-07-21,11,905
"Hammersmith and Fulham","E09000013",2020-07-21,1,770
"Haringey","E09000014",2020-07-21,2,782
"Harrow","E09000015",2020-07-21,4,1305
"Havering","E09000016",2020-07-21,6,980
"Hillingdon","E09000017",2020-07-21,2,1135
"Hounslow","E09000018",2020-07-21,2,1094
"Islington","E09000019",2020-07-21,3,570
"Kensington and Chelsea","E09000020",2020-07-21,3,575
"Kingston upon Thames","E09000021",2020-07-21,2,748
"Lambeth","E09000022",2020-07-21,4,1386
"Lewisham","E09000023",2020-07-21,2,1223
"Merton","E09000024",2020-07-21,1,954
"Newham","E09000025",2020-07-21,1,1311
"Redbridge","E09000026",2020-07-21,2,1146
"Richmond upon Thames","E09000027",2020-07-21,1,542
"Southwark","E09000028",2020-07-21,1,1469
"Sutton","E09000029",2020-07-21,5,1021
"Tower Hamlets","E09000030",2020-07-21,8,850
"Waltham Forest","E09000031",2020-07-21,2,1044
"Wandsworth","E09000032",2020-07-21,2,1190
"Westminster","E09000033",2020-07-21,1,804
"Barking and Dagenham","E09000002",2020-07-22,3,731
"Barnet","E09000003",2020-07-22,7,1647
"Bexley","E09000004",2020-07-22,5,1089
"Brent","E09000005",2020-07-22,9,1775
"Bromley","E09000006",2020-07-22,1,1529
"Camden","E09000007",2020-07-22,1,711
"Croydon","E09000008",2020-07-22,3,1877
"Ealing","E09000009",2020-07-22,6,1597
"Enfield","E09000010",2020-07-22,1,1209
"Greenwich","E09000011",2020-07-22,4,974
"Hackney and City of London","E09000012",2020-07-22,5,910
"Hammersmith and Fulham","E09000013",2020-07-22,4,774
"Haringey","E09000014",2020-07-22,4,786
"Harrow","E09000015",2020-07-22,0,1305
"Havering","E09000016",2020-07-22,1,981
"Hillingdon","E09000017",2020-07-22,2,1137
"Hounslow","E09000018",2020-07-22,3,1097
"Islington","E09000019",2020-07-22,1,571
"Kensington and Chelsea","E09000020",2020-07-22,2,577
"Kingston upon Thames","E09000021",2020-07-22,0,748
"Lambeth","E09000022",2020-07-22,4,1390
"Lewisham","E09000023",2020-07-22,0,1223
"Merton","E09000024",2020-07-22,0,954
"Newham","E09000025",2020-07-22,2,1313
"Redbridge","E09000026",2020-07-22,1,1147
"Richmond upon Thames","E09000027",2020-07-22,1,543
"Southwark","E09000028",2020-07-22,5,1474
"Sutton","E09000029",2020-07-22,2,1023
"Tower Hamlets","E09000030",2020-07-22,3,853
"Waltham Forest","E09000031",2020-07-22,0,1044
"Wandsworth","E09000032",2020-07-22,1,1191
"Westminster","E09000033",2020-07-22,0,804
"Barking and Dagenham","E09000002",2020-07-23,2,733
"Barnet","E09000003",2020-07-23,4,1651
"Bexley","E09000004",2020-07-23,4,1093
"Brent","E09000005",2020-07-23,3,1778
"Bromley","E09000006",2020-07-23,1,1530
"Camden","E09000007",2020-07-23,2,713
"Croydon","E09000008",2020-07-23,0,1877
"Ealing","E09000009",2020-07-23,2,1599
"Enfield","E09000010",2020-07-23,1,1210
"Greenwich","E09000011",2020-07-23,3,977
"Hackney and City of London","E09000012",2020-07-23,3,913
"Hammersmith and Fulham","E09000013",2020-07-23,1,775
"Haringey","E09000014",2020-07-23,1,787
"Harrow","E09000015",2020-07-23,1,1306
"Havering","E09000016",2020-07-23,5,986
"Hillingdon","E09000017",2020-07-23,2,1139
"Hounslow","E09000018",2020-07-23,2,1099
"Islington","E09000019",2020-07-23,2,573
"Kensington and Chelsea","E09000020",2020-07-23,0,577
"Kingston upon Thames","E09000021",2020-07-23,1,749
"Lambeth","E09000022",2020-07-23,3,1393
"Lewisham","E09000023",2020-07-23,3,1226
"Merton","E09000024",2020-07-23,2,956
"Newham","E09000025",2020-07-23,4,1317
"Redbridge","E09000026",2020-07-23,2,1149
"Richmond upon Thames","E09000027",2020-07-23,2,545
"Southwark","E09000028",2020-07-23,2,1476
"Sutton","E09000029",2020-07-23,3,1026
"Tower Hamlets","E09000030",2020-07-23,4,857
"Waltham Forest","E09000031",2020-07-23,2,1046
"Wandsworth","E09000032",2020-07-23,2,1193
"Westminster","E09000033",2020-07-23,2,806
"Barking and Dagenham","E09000002",2020-07-24,0,733
"Barnet","E09000003",2020-07-24,1,1652
"Bexley","E09000004",2020-07-24,3,1096
"Brent","E09000005",2020-07-24,6,1784
"Bromley","E09000006",2020-07-24,0,1530
"Camden","E09000007",2020-07-24,1,714
"Croydon","E09000008",2020-07-24,1,1878
"Ealing","E09000009",2020-07-24,2,1601
"Enfield","E09000010",2020-07-24,1,1211
"Greenwich","E09000011",2020-07-24,2,979
"Hackney and City of London","E09000012",2020-07-24,7,920
"Hammersmith and Fulham","E09000013",2020-07-24,5,780
"Haringey","E09000014",2020-07-24,3,790
"Harrow","E09000015",2020-07-24,1,1307
"Havering","E09000016",2020-07-24,0,986
"Hillingdon","E09000017",2020-07-24,4,1143
"Hounslow","E09000018",2020-07-24,5,1104
"Islington","E09000019",2020-07-24,3,576
"Kensington and Chelsea","E09000020",2020-07-24,4,581
"Kingston upon Thames","E09000021",2020-07-24,0,749
"Lambeth","E09000022",2020-07-24,3,1396
"Lewisham","E09000023",2020-07-24,4,1230
"Merton","E09000024",2020-07-24,1,957
"Newham","E09000025",2020-07-24,1,1318
"Redbridge","E09000026",2020-07-24,2,1151
"Richmond upon Thames","E09000027",2020-07-24,1,546
"Southwark","E09000028",2020-07-24,1,1477
"Sutton","E09000029",2020-07-24,1,1027
"Tower Hamlets","E09000030",2020-07-24,7,864
"Waltham Forest","E09000031",2020-07-24,1,1047
"Wandsworth","E09000032",2020-07-24,6,1199
"Westminster","E09000033",2020-07-24,4,810
"Barking and Dagenham","E09000002",2020-07-25,1,734
"Barnet","E09000003",2020-07-25,5,1657
"Bexley","E09000004",2020-07-25,3,1099
"Brent","E09000005",2020-07-25,2,1786
"Bromley","E09000006",2020-07-25,1,1531
"Camden","E09000007",2020-07-25,3,717
"Croydon","E09000008",2020-07-25,2,1880
"Ealing","E09000009",2020-07-25,1,1602
"Enfield","E09000010",2020-07-25,0,1211
"Greenwich","E09000011",2020-07-25,3,982
"Hackney and City of London","E09000012",2020-07-25,2,922
"Hammersmith and Fulham","E09000013",2020-07-25,1,781
"Haringey","E09000014",2020-07-25,0,790
"Harrow","E09000015",2020-07-25,1,1308
"Havering","E09000016",2020-07-25,1,987
"Hillingdon","E09000017",2020-07-25,0,1143
"Hounslow","E09000018",2020-07-25,0,1104
"Islington","E09000019",2020-07-25,1,577
"Kensington and Chelsea","E09000020",2020-07-25,1,582
"Kingston upon Thames","E09000021",2020-07-25,1,750
"Lambeth","E09000022",2020-07-25,2,1398
"Lewisham","E09000023",2020-07-25,6,1236
"Merton","E09000024",2020-07-25,0,957
"Newham","E09000025",2020-07-25,6,1324
"Redbridge","E09000026",2020-07-25,2,1153
"Richmond upon Thames","E09000027",2020-07-25,1,547
"Southwark","E09000028",2020-07-25,2,1479
"Sutton","E09000029",2020-07-25,3,1030
"Tower Hamlets","E09000030",2020-07-25,1,865
"Waltham Forest","E09000031",2020-07-25,2,1049
"Wandsworth","E09000032",2020-07-25,0,1199
"Westminster","E09000033",2020-07-25,1,811
"Barking and Dagenham","E09000002",2020-07-26,7,741
"Barnet","E09000003",2020-07-26,0,1657
"Bexley","E09000004",2020-07-26,0,1099
"Brent","E09000005",2020-07-26,3,1789
"Bromley","E09000006",2020-07-26,0,1531
"Camden","E09000007",2020-07-26,3,720
"Croydon","E09000008",2020-07-26,2,1882
"Ealing","E09000009",2020-07-26,1,1603
"Enfield","E09000010",2020-07-26,2,1213
"Greenwich","E09000011",2020-07-26,4,986
"Hackney and City of London","E09000012",2020-07-26,13,935
"Hammersmith and Fulham","E09000013",2020-07-26,2,783
"Haringey","E09000014",2020-07-26,3,793
"Harrow","E09000015",2020-07-26,2,1310
"Havering","E09000016",2020-07-26,0,987
"Hillingdon","E09000017",2020-07-26,1,1144
"Hounslow","E09000018",2020-07-26,2,1106
"Islington","E09000019",2020-07-26,2,579
"Kensington and Chelsea","E09000020",2020-07-26,1,583
"Kingston upon Thames","E09000021",2020-07-26,1,751
"Lambeth","E09000022",2020-07-26,1,1399
"Lewisham","E09000023",2020-07-26,0,1236
"Merton","E09000024",2020-07-26,0,957
"Newham","E09000025",2020-07-26,3,1327
"Redbridge","E09000026",2020-07-26,4,1157
"Richmond upon Thames","E09000027",2020-07-26,0,547
"Southwark","E09000028",2020-07-26,4,1483
"Sutton","E09000029",2020-07-26,0,1030
"Tower Hamlets","E09000030",2020-07-26,0,865
"Waltham Forest","E09000031",2020-07-26,1,1050
"Wandsworth","E09000032",2020-07-26,1,1200
"Westminster","E09000033",2020-07-26,2,813
"Barking and Dagenham","E09000002",2020-07-27,3,744
"Barnet","E09000003",2020-07-27,8,1665
"Bexley","E09000004",2020-07-27,3,1102
"Brent","E09000005",2020-07-27,8,1797
"Bromley","E09000006",2020-07-27,2,1533
"Camden","E09000007",2020-07-27,1,721
"Croydon","E09000008",2020-07-27,4,1886
"Ealing","E09000009",2020-07-27,4,1607
"Enfield","E09000010",2020-07-27,1,1214
"Greenwich","E09000011",2020-07-27,3,989
"Hackney and City of London","E09000012",2020-07-27,9,944
"Hammersmith and Fulham","E09000013",2020-07-27,3,786
"Haringey","E09000014",2020-07-27,1,794
"Harrow","E09000015",2020-07-27,5,1315
"Havering","E09000016",2020-07-27,3,990
"Hillingdon","E09000017",2020-07-27,1,1145
"Hounslow","E09000018",2020-07-27,3,1109
"Islington","E09000019",2020-07-27,2,581
"Kensington and Chelsea","E09000020",2020-07-27,1,584
"Kingston upon Thames","E09000021",2020-07-27,0,751
"Lambeth","E09000022",2020-07-27,2,1401
"Lewisham","E09000023",2020-07-27,4,1240
"Merton","E09000024",2020-07-27,0,957
"Newham","E09000025",2020-07-27,6,1333
"Redbridge","E09000026",2020-07-27,1,1158
"Richmond upon Thames","E09000027",2020-07-27,2,549
"Southwark","E09000028",2020-07-27,3,1486
"Sutton","E09000029",2020-07-27,2,1032
"Tower Hamlets","E09000030",2020-07-27,4,869
"Waltham Forest","E09000031",2020-07-27,1,1051
